company_name,company_number,company_status,company_type,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,address_line_2,region,country,SICCODE_0,SICCODE_1,SICCODE_2,SICCODE_3,Value
1ST SOURCING LTD,13884345,Active,ltd,,01-02-2022,[68310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,68310,,,,
1ST STEP PROPERTY LTD,5653397,Active,ltd,,13-12-2005,[68310],,137 CRANBROOK ROAD,ILFORD,IG1 4PU,,,ENGLAND,68310,,,,
1STAVENUE.CO.UK LIMITED,5913713,Active,ltd,,22-08-2006,[68310],,ADAMS & MOORE HOUSE,DARTFORD,DA1 2AG,INSTONE ROAD,,,68310,,,,
1TENX ICON ORG (FIRST) LIMITED,12160476,Active - Proposal to Strike off,ltd,,16-08-2019,[68310],,483 GREEN LANES,LONDON,N13 4BS,,,UNITED KINGDOM,68310,,,,
1Y LONDON LIMITED,8372834,Active,ltd,,24-01-2013,[68310],,55 THE MALL,LONDON,N14 6LR,,,,68310,,,,
2 LET 2 LTD,5309710,Active,ltd,,09-12-2004,[68310],,97 WYEVERNE ROAD,CARDIFF,CF24 4BG,CATHAYS,SOUTH GLAMORGAN,,68310,,,,
2 MOVE ESTATES LIMITED,8535182,Active,ltd,,20-05-2013,[68310],,4 PRINCE ALBERT ROAD,LONDON,NW1 7SN,,,,68310,,,,
2-MOVE ESTATES STROOD LIMITED,8547002,Active,ltd,,29-05-2013,[68310],,4 PRINCE ALBERT ROAD,LONDON,NW1 7SN,,,,68310,,,,
202 MANAGEMENT LIMITED,4493913,Active,ltd,,24-07-2002,[68310],,202 WOODSIDE GREEN,LONDON,SE25 5EW,WOODSIDE,,,68310,,,,
202 PROPERTY LTD,SC676066,Active,ltd,,30-09-2020,[68310],,OAKFIELD HOUSE 376-378,MOTHERWELL,ML1 1XA,BRANDON STREET,,SCOTLAND,68310,,,,
2020 HOMES LIMITED,6477883,Active,ltd,,21-01-2008,[68310],,OAKLEIGH TAMWORTH ROAD,COVENTRY,CV7 8JJ,KERESLEY END,,UNITED KINGDOM,68310,,,,
21ST REALTY LIMITED,14251953,Active,ltd,,23-07-2022,[68310],,3 THE GREEN,HOUNSLOW,TW5 0RL,,,ENGLAND,68310,,,,
221B PROPERTY LIMITED,12963662,Active,ltd,,20-10-2020,[68310],,1 MARKET HILL,CALNE,SN11 0BT,,WILTSHIRE,ENGLAND,68310,,,,
229 BRAVINGTON ROAD RTM COMPANY LIMITED,8047379,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,26-04-2012,[68310],,33 BRISTOL GARDENS,LONDON,W9 2JQ,,,,68310,,,,
22THIRTEEN LTD,13444145,Active - Proposal to Strike off,ltd,,08-06-2021,[68310],,72A BELLERBY BROW,BRADFORD,BD6 3JY,,,ENGLAND,68310,,,,
23 ABBEY PARADE MANAGEMENT LTD,12828480,Active,ltd,,21-08-2020,[68310],,23 ABBEY PARADE,MERTON,SW19 1DG,,London,,68310,,,,
23.6 ROOMS LTD,13857156,Active,ltd,,18-01-2022,[68310],,59 ST. NEOTS ROAD,ROMFORD,RM3 9LT,,,ENGLAND,68310,,,,
24 GLOBE LIMITED,4699174,Active,ltd,,17-03-2003,[68310],,199 PARROCK STREET,GRAVESEND,DA12 1EW,,Kent,,68310,,,,
24 HOUR EXCHANGE LIMITED,4929697,Active,ltd,,13-10-2003,[68310],,4TH FLOOR CHARLES HOUSE,LONDON,NW3 5JJ,108-110 FINCHLEY ROAD,,UNITED KINGDOM,68310,,,,
24 LDN LTD,13159372,Active,ltd,,26-01-2021,[68310],,64 - 66 OFFICE 18,LONDON,SW4 0AF,64-66 WINGATE SQUARE,,ENGLAND,68310,,,,
24 MOUNT STREET MANCHESTER HN LIMITED,12397173,Active,ltd,,10-01-2020,[68310],,2 TEMPLE BACK EAST,BRISTOL,BS1 6EG,TEMPLE QUAY,,UNITED KINGDOM,68310,,,,
24 SEVEN HOMES LIMITED,10768993,Liquidation,ltd,,12-05-2017,[68310],,THE OLD EXCHANGE,SOUTHEND-ON-SEA,SS1 2EG,234 SOUTHCHURCH ROAD,Essex,,68310,,,,
24/7 PROPERTY MANAGMENT LTD,14153460,Active,ltd,,07-06-2022,[68310],,41 MANDEVILLE ROAD,CANTERBURY,CT2 7HD,,,ENGLAND,68310,,,,
245 HAMMERSMITH LONDON HN LIMITED,11960885,Active,ltd,,24-04-2019,[68310],,2 TEMPLE BACK EAST,BRISTOL,BS1 6EG,TEMPLE QUAY,,UNITED KINGDOM,68310,,,,
247 LAND & PLANNING LTD,12453655,Active,ltd,,10-02-2020,[68310],,QUEENS HOUSE,HONITON,EX14 1BJ,NEW STREET,DEVON,ENGLAND,68310,,,,
247 PROPERTY (SCOTLAND) LTD,SC504865,Active,ltd,,01-05-2015,[68310],,83 CADZOW STREET,HAMILTON,ML3 6DY,,,SCOTLAND,68310,,,,
247 PROPERTY AGENT LTD,10043577,Active - Proposal to Strike off,ltd,,04-03-2016,[68310],,53 HIGH STREET,EPSOM,KT17 1RX,EWELL,Surrey,UNITED KINGDOM,68310,,,,
247 PROPERTY AUCTIONS LTD,12187303,Active,ltd,,03-09-2019,[68310],,QUEENS HOUSE,HONITON,EX14 1BJ,NEW STREET,DEVON,ENGLAND,68310,,,,
247 PROPERTY LTD,13732862,Active,ltd,,09-11-2021,[68310],,86-90 PAUL STREET,LONDON,EC2A 4NE,,England,UNITED KINGDOM,68310,,,,
27 CLAPHAM COMMON SOUTH SIDE FREEHOLD COMPANY LIMITED,6313326,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,16-07-2007,[68310],,2 DENMARK LODGE,LONDON,SW4 7AG,1A CRESCENT GROVE,,,68310,,,,
271 INVESTMENTS LIMITED,12316115,Active,ltd,,15-11-2019,[68310],,C/O CWA ACCOUNTANTS FIRST FLOOR,LONDON,N1 2UQ,271 UPPER STREET,,ENGLAND,68310,,,,
28 PV LIMITED,11011536,Active,ltd,,13-10-2017,[68310],,"C/O PJE CHARTERED ACCOUNTANTS, 2 OAKFIELD ROAD",BRISTOL,BS8 2AL,CLIFTON,,ENGLAND,68310,,,,
28 TRESSILLIAN ROAD RESIDENTS ASSOCIATION LIMITED,4056097,Active,ltd,,18-08-2000,[68310],,28 TRESSILLIAN ROAD,LONDON,SE4 1YB,,,,68310,,,,
287 HACKNEY ROAD LIMITED,10103531,Active,ltd,,05-04-2016,[68310],,16 BEAUFORT COURT ADMIRALS WAY,LONDON,E14 9XL,DOCKLANDS,,UNITED KINGDOM,68310,,,,
29 & MELBURY LIMITED,12056900,Active,ltd,,18-06-2019,[68310],,68C HIGH STREET,ROYSTON,SG8 5LF,BASSINGBOURN,HERTS,UNITED KINGDOM,68310,,,,
2C PROPERTIES LIMITED,9300016,Active,ltd,,07-11-2014,[68310],,5-6 CLIFTON DOWN ROAD,BRISTOL,BS8 4AG,CLIFTON DOWN ROAD,,,68310,,,,
2H (LONDON) LTD,11404986,Active,ltd,,08-06-2018,[68310],,17 ST PETERS PLACE,FLEETWOOD,FY7 6EB,,Lancashire,ENGLAND,68310,,,,
2LET AGENCY LIMITED,7211683,Active,ltd,,01-04-2010,[68310],,EQUINOX HOUSE CLIFTON PARK AVENUE,YORK,YO30 5PA,CLIFTON PARK SHIPTON ROAD,North Yorkshire,,68310,,,,
2MOVENEXT LTD,11386997,Active,ltd,,29-05-2018,[68310],,BUILDING 31 APARTMENT 21,SURREY,CR2 7EF,BIRDHURST ROAD,,,68310,,,,
2ROOST (ROTHERHAM) LIMITED,14073803,Active,ltd,,27-04-2022,[68310],,THE GARDEN HOUSE,LINCOLN,LN1 2FS,"6 SALISBURY CLOSE, SAXILBY",LINCOLNSHIRE,ENGLAND,68310,,,,
2SELL LTD,SC575703,Liquidation,ltd,,07-09-2017,[68310],,"11TH FLOOR, ROOM 1110 CLOCKWISE OFFICES",77 RENFREW STREET,G2 3BZ,SAVOY TOWER,GLASGOW,,68310,,,,
2SL LIMITED,5396802,Active,ltd,,17-03-2005,[68310],,TREGARLAND COTTAGE,LOOE,PL13 1PP,MORVAL,CORNWALL,ENGLAND,68310,,,,
2SQU4RE LIMITED,14012286,Active,ltd,,30-03-2022,[68310],,4 OLD PARK LANE,LONDON,W1K 1QW,,,ENGLAND,68310,,,,
2WAYLAUNCH LIMITED,9695387,Active,ltd,,21-07-2015,[68310],,550 VALLEY RD,NOTTINGHAM,NG5 1JJ,BASFORD,,,68310,,,,
3 FIRS ESTATES LIMITED,11916070,Active,ltd,,30-03-2019,[68310],,"60 RUGBY AVENUE,",WEMBLEY,HA0 3DJ,RUGBY AVENUE,,ENGLAND,68310,,,,
3 MURSTON ROAD RTM COMPANY LTD,8068785,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,15-05-2012,[68310],,17 GREENWAYS,SITTINGBOURNE,ME10 4UE,,Kent,,68310,,,,
3 R LETTINGS LIMITED,5525996,Active,ltd,,02-08-2005,[68310],,THE GATEHOUSE,ILFORD,IG2 6EW,453 CRANBROOK ROAD,Essex,,68310,,,,
3 THE UPLANDS LIMITED,4493792,Active,ltd,,24-07-2002,[68310],,3C THE UPLANDS,ST LEONARDS,TN38 0HL,,East Sussex,,68310,,,,
3-4 LEGGE LANE LTD,10342772,Active,ltd,,23-08-2016,[68310],,BRAMBLES CHALK ROAD,BILLINGSHURST,RH14 0UD,IFOLD,West Sussex,ENGLAND,68310,,,,
30 WELLINGTON SQUARE LIMITED,4085912,Active,ltd,,09-10-2000,[68310],,33 EISENHOWER DRIVE,ST. LEONARDS-ON-SEA,TN37 7TQ,,East Sussex,,68310,,,,
31-35 NEW ROAD AMERSHAM LIMITED,6806362,Active,ltd,,30-01-2009,[68310],,31-35 NEW ROAD,AMERSHAM,HP6 6LD,,BUCKS,,68310,,,,
321 PROPERTIES LIMITED,12047978,Active,ltd,,12-06-2019,[68310],,CAVENDISH HOUSE LITTLEWOOD DRIVE,CLECKHEATON,BD19 4TE,WEST 26 BUSINESS PARK,,UNITED KINGDOM,68310,,,,
360 ESTATES (PK) LTD,14507970,Active,ltd,,26-11-2022,[68310],,1-3 GEORGE SQUARE,HALIFAX,HX1 1HF,,,ENGLAND,68310,,,,
360 ESTATES LTD,13017541,Active,ltd,,13-11-2020,[68310],,1-3 GEORGE SQUARE,HALIFAX,HX1 1HF,,,ENGLAND,68310,,,,
360 LAND AND NEW HOMES LTD,13227494,Active,ltd,,25-02-2021,[68310],,25 HEMINGFORD ROAD,COVENTRY,CV2 2RE,,,ENGLAND,68310,,,,
360 LONDON PROPERTY LTD,10737848,Active,ltd,,24-04-2017,[68310],,5 LUKE STREET,GREATER LONDON,EC2A 4PX,,London,ENGLAND,68310,,,,
360 PROPERTIES ONLINE LTD,12890123,Active,ltd,,18-09-2020,[68310],,DASHWOOD HOUSE,LONDON,EC2M 1QS,69 OLD BROAD STREET,,ENGLAND,68310,,,,
360 PROPERTY HUB LTD,12472740,Active,ltd,,19-02-2020,[68310],,BENTINCK HOUSE BENTINCK ROAD,WEST DRAYTON,UB7 7RQ,YIEWSLEY,,ENGLAND,68310,,,,
360 RESIDENTIAL LTD,NI648244,Active,ltd,,25-09-2017,[68310],,37 MALONE ROAD,BELFAST,BT9 6RX,,,NORTHERN IRELAND,68310,,,,
360 SALES AND LETTINGS LIMITED,12960810,Active - Proposal to Strike off,ltd,,19-10-2020,[68310],,64 BOOKERHILL ROAD,HIGH WYCOMBE,HP12 4EZ,,,ENGLAND,68310,,,,
365 INVEST LIMITED,14326859,Active,ltd,,31-08-2022,[68310],,167-169 GREAT PORTLAND STREET,LONDON,W1W 5PF,5TH FLOOR,,ENGLAND,68310,,,,
365RESIDENTIAL LTD,12157001,Active,ltd,,14-08-2019,[68310],,15 BITTERN GROVE,ELY,CB7 5FR,SOHAM,,ENGLAND,68310,,,,
36HV LTD,8162396,Active,ltd,,31-07-2012,[68310],,58 KIDBROOKE PARK ROAD,LONDON,SE3 0DU,,London,ENGLAND,68310,,,,
37 HS STEYNING LTD,13396488,Active,ltd,,14-05-2021,[68310],,5 SAXON ROAD,STEYNING,BN44 3FP,,,ENGLAND,68310,,,,
38 MONTPELIER GROVE LIMITED,6448992,Active,ltd,,10-12-2007,[68310],,MARBURY COTTAGE BENTLEYS FARM LANE,WARRINGTON,WA4 4QW,HIGHER WHITLEY,,,68310,,,,
38 ST MARKS MANAGEMENT COMPANY LTD,10812932,Active,ltd,,12-06-2017,[68310],,247 CHASE SIDE,LONDON,N14 5LD,,,ENGLAND,68310,,,,
38 WESTBOURNE TERRACE LIMITED,838861,Active,ltd,,24-02-1965,[68310],,"CREATE BUSINESS HUB, GROUND FLOOR 5 RAYLEIGH ROAD",BRENTWOOD,CM13 1AB,HUTTON,Essex,ENGLAND,68310,,,,
39-45 CAVELL STREET RTM COMPANY LIMITED,9328592,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,26-11-2014,[68310],,UNIT 3 TRUST PROPERTY MANAGEMENT LTD,LONDON,NW9 6BX,COLINDEEP LANE,,ENGLAND,68310,,,,
3B SOURCING UK LTD,13490326,Active,ltd,,02-07-2021,[68310],,SUITE 108 CITYGATE HOUSE BUSINESS CENTER,LONDON,E7 9HZ,"246-250 ROMFORD ROAD, STARTFORD",,UNITED KINGDOM,68310,,,,
3D ASSET LTD,11698796,Active,ltd,,27-11-2018,[68310],,PENNY LANE BUSINESS CENTRE,LIVERPOOL,L15 5AN,374 SMITHDOWN ROAD,MERSEYSIDE,ENGLAND,68310,,,,
3D PROPERTY GROUP (CONSULTING) LTD,13700230,Active,ltd,,25-10-2021,[68310],,86-90 PAUL STREET,LONDON,EC2A 4NE,,England,UNITED KINGDOM,68310,,,,
3DIAMONDGROUP LTD,14432219,Active,ltd,,20-10-2022,[68310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,68310,,,,
3EA LTD,11483640,Active,ltd,,25-07-2018,[68310],,103 TALBOT ROAD,PONTYCLUN,CF72 8AE,TALBOT GREEN,,UNITED KINGDOM,68310,,,,
3FISHRENT LTD,14258955,Active - Proposal to Strike off,ltd,,27-07-2022,[68310],,HOOD HOUSE,ASHBY-DE-LA-ZOUCH,LE65 1AB,19 LOWER CHURCH STREET,LEICESTERSHIRE,ENGLAND,68310,,,,
3H PROPERTY CONSULTANTS LIMITED,6580681,Active,ltd,,30-04-2008,[68310],,VAUGHAN CHAMBERS,HARPENDEN,AL5 4EE,VAUGHAN ROAD,Hertfordshire,ENGLAND,68310,,,,
3J PROPERTY AGENTS LTD,14256418,Active,ltd,,26-07-2022,[68310],,ESCONDIDA,BRACKNELL,RG12 9LL,RALPHS RIDE,,ENGLAND,68310,,,,
3J PROPERTY SERVICES LTD,11984925,Active,ltd,,08-05-2019,[68310],,ESCONDIDA,BRACKNELL,RG12 9LL,RALPHS RIDE,Berkshire,ENGLAND,68310,,,,
3L PROPERTIES LIMITED,14281207,Active,ltd,,08-08-2022,[68310],,39 COLLEGE STREET,PETERSFIELD,GU31 4AG,,,ENGLAND,68310,,,,
3SB PROPERTY LTD,14054556,Active,ltd,,19-04-2022,[68310],,ACCOUNTANCY HOUSE,LONDON,SE1 6SW,90 WALWORTH ROAD,,UNITED KINGDOM,68310,,,,
3W PROPERTY INVESTMENT LTD,13221096,Active,ltd,,24-02-2021,[68310],,1 POUND AVENUE,STEVENAGE,SG1 3JB,,,ENGLAND,68310,,,,
3WD PROPERTIES LIMITED,11071217,Active,ltd,,20-11-2017,[68310],,COLERIDGE HOUSE,SLOUGH,SL1 1PE,5-7A PARK STREET,,UNITED KINGDOM,68310,,,,
4 AND 4A ABERDOUR ROAD LTD,14070633,Active,ltd,,26-04-2022,[68310],,4 ABERDOUR ROAD,ILFORD,IG3 9SB,,Essex,UNITED KINGDOM,68310,,,,
4 ELEMENTS SOURCING LTD,12302629,Active - Proposal to Strike off,ltd,,07-11-2019,[68310],,KEMP HOUSE 152-160,LONDON,EC1V 2NX,CITY ROAD,,ENGLAND,68310,,,,
4 EMEL LIMITED,8390160,Active - Proposal to Strike off,ltd,,05-02-2013,[68310],,11 ALBION PLACE,MAIDSTONE,ME14 5DY,,Kent,,68310,,,,
4 HARGREAVES ROAD MANAGEMENT COMPANY LIMITED,7231544,Active,ltd,,22-04-2010,[68310],,56A TITHEBARN STREET,LIVERPOOL,L2 2SR,,,ENGLAND,68310,,,,
4 MORE LIMITED,13551841,Active,ltd,,06-08-2021,[68310],,MERCURY HOUSE,MARLOW,SL7 3HN,19-21 CHAPEL STREET,BUCKS,UNITED KINGDOM,68310,,,,
4 QUARTERS LIMITED,5472043,Active,ltd,,06-06-2005,[68310],,3 QUEENS GROVE STUDIOS,LONDON,NW8 6EP,ST JOHNS WOOD,,,68310,,,,
4 STEPS PROPERTIES LTD,6727307,Active - Proposal to Strike off,ltd,,17-10-2008,[68310],,OFFICE 53,LONDON,W8 6ND,272 KENSINGTON HIGH STREET,,ENGLAND,68310,,,,
4 WALLS AGENTS LTD,13864769,Active,ltd,,21-01-2022,[68310],,167-169 5TH FLOOR,LONDON,W1W 5PF,167-169 GREAT PORTLAND STREET,,ENGLAND,68310,,,,
40 YONGE PARK LIMITED,6765433,Active,ltd,,04-12-2008,[68310],,FLAT 4,LONDON,N4 3NT,40 YONGE PARK,,,68310,,,,
41 THE GROVE LTD,7011968,Active,ltd,,08-09-2009,[68310],,360 NEASDEN LANE NORTH,LONDON,NW10 0BT,,,ENGLAND,68310,,,,
415PROPERTYTRADING LTD,13639676,Active,ltd,,23-09-2021,[68310],,259 CROYDON ROAD,BECKENHAM,BR3 3PS,,,UNITED KINGDOM,68310,,,,
444 RENTALS LTD,6879925,Active,ltd,,17-04-2009,[68310],,129 CHURCH ROAD,LONDON,E12 6AF,MANOR PARK,,,68310,,,,
45/47 HUDSON ROAD LIMITED,5961484,Active,ltd,,10-10-2006,[68310],,47 HUDSON ROAD,HAYES,UB3 5EL,HARLINGTON,Middlesex,,68310,,,,
48 OAKHILL ROAD RTM COMPANY LIMITED,5999621,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,15-11-2006,[68310],,15 SANTOS ROAD,LONDON,SW18 1NT,,,ENGLAND,68310,,,,
4CORPORATES LIMITED,8155400,Active,ltd,,24-07-2012,[68310],,15 ASHLEY LODGE,BASINGSTOKE,RG21 3NE,FRESCADE CRESCENT,Hampshire,,68310,,,,
4D PROPERTY GROUP LTD,12159273,Active,ltd,,15-08-2019,[68310],,113 BAWTRY ROAD,DONCASTER,DN4 7AG,BESSACARR,South Yorkshire,UNITED KINGDOM,68310,,,,
4EASYMOVE LIMITED,11107071,Active,ltd,,12-12-2017,[68310],,719 STOCKPORT ROAD,MANCHESTER,M19 3AG,,,ENGLAND,68310,,,,
4M LETTING LIMITED,11617185,Active,ltd,,11-10-2018,[68310],,RICHMOND HOUSE,STEVENAGE,SG1 3QP,WALKERN ROAD,,UNITED KINGDOM,68310,,,,
4MI GROUP LTD,13281627,Active,ltd,,21-03-2021,[68310],,JS & CO ACCOUNTANTS,LONDON,E5 9NA,26 THEYDON ROAD,,UNITED KINGDOM,68310,,,,
4P PROPERTY LTD,11510932,Active - Proposal to Strike off,ltd,,10-08-2018,[68310],,11 THE AVENUE,CORBY,NN17 5EP,PRIORS HALL PARK,,UNITED KINGDOM,68310,,,,
4SALE ONLINE LTD,12769250,Active,ltd,,27-07-2020,[68310],,14 RECTORY GROVE,LEIGH-ON-SEA,SS9 2HE,,,ENGLAND,68310,,,,
4SALE2U (BARNSLEY) LIMITED,7329342,Active,ltd,,28-07-2010,[68310],,1-3 CHURCH STREET,BARNSLEY,S70 2AB,,,,68310,,,,
4U MOVE LTD,12428497,Active,ltd,,28-01-2020,[68310],,FLAT 45 ANGELL ROAD,LONDON,SW9 7LW,HARPER HOUSE,,ENGLAND,68310,,,,
4U2C HOMES UK LIMITED,13888876,Active,ltd,,02-02-2022,[68310],,BUILDING 18 GATEWAY 1000 WHITTLE WAY,STEVENAGE,SG1 2FP,ARLINGTON BUSINESS PARK,Hertfordshire,ENGLAND,68310,,,,
4U2LET LIMITED,5715881,Active,ltd,,20-02-2006,[68310],,35 SHERWOOD STREET,MANSFIELD,NG20 0JR,WARSOP,,ENGLAND,68310,,,,
4WALLS4SALE LTD,12211047,Active,ltd,,17-09-2019,[68310],,85 CATHAYS TERRACE,CARDIFF,CF24 4HT,,,UNITED KINGDOM,68310,,,,
5 @ HOMES LIMITED,13648096,Active,ltd,,28-09-2021,[68310],,47 SHARDLOW ROAD,WOLVERHAMPTON,WV11 3AZ,WEDNESFIELD,West Midlands,UNITED KINGDOM,68310,,,,
5 PEBBLE ESTATES LTD,14013634,Active,ltd,,30-03-2022,[68310],,4 LIGHTERMANS WAY,GREENHITHE,DA9 9FN,,Kent,UNITED KINGDOM,68310,,,,
5 SACH ROAD FREEHOLD MGMT CO LIMITED,14315538,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,24-08-2022,[68310],,THE OLD MILL,LEICESTER,LE3 5DE,9 SOAR LANE,,UNITED KINGDOM,68310,,,,
5 STRYPE STREET LIMITED,6846778,Active,ltd,,13-03-2009,[68310],,FLAT 7,LONDON,E1 7LG,5 STRYPE STREET,,,68310,,,,
5 WYKEHAM ROAD HASTINGS LTD,13470257,Active,ltd,,22-06-2021,[68310],,5 WYKEHAM ROAD,HASTINGS,TN34 1UA,,East Sussex,UNITED KINGDOM,68310,,,,
52 DEGREES NORTH (CHELTENHAM) LTD,7701874,Active,ltd,,12-07-2011,[68310],,4 OLD PARK LANE,MAYFAIR,W1K 1QW,,London,ENGLAND,68310,,,,
53 DEVONPORT ROAD MANAGEMENT COMPANY LIMITED,5075006,Active,ltd,,16-03-2004,[68310],,53A DEVONPORT ROAD,LONDON,W12 8NZ,,,,68310,,,,
5589 LIMITED,13328152,Active,ltd,,12-04-2021,[68310],,C/O T P JONES & CO,HARROGATE,HG1 5RD,23 VICTORIA AVENUE,North Yorkshire,UNITED KINGDOM,68310,,,,
56 & 5TH STREET LTD,10589354,Active,ltd,,30-01-2017,[68310],,22 KNOLE WOOD,SUNNINGDALE,SL5 9QR,DEVENISH ROAD,Berkshire,UNITED KINGDOM,68310,,,,
56 STREET LTD,7929953,Active,ltd,,31-01-2012,[68310],,22 KNOLE WOOD,SUNNINGDALE,SL5 9QR,DEVENISH ROAD,Berkshire,UNITED KINGDOM,68310,,,,
579 PROPERTY LTD,14421552,Active,ltd,,16-10-2022,[68310],,130 BRIDGEWATER ROAD,BERKHAMSTED,HP4 1EE,,,ENGLAND,68310,,,,
5BAY GROUP LTD,11524474,Active,ltd,,20-08-2018,[68310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,,UNITED KINGDOM,68310,,,,
5P GROUP LIMITED,12665168,Active,ltd,,12-06-2020,[68310],,106 BIRCH HOUSE,LONDON,SE3 9GL,1 PEGLER SQUARE,,UNITED KINGDOM,68310,,,,
5RL LIMITED,4902513,Active,ltd,,17-09-2003,[68310],,16 RIVERSIDE,ALTON,GU34 2UF,OMEGA PARK,Hampshire,,68310,,,,
5TJ LIMITED,NI629320,Active,ltd,,12-02-2015,[68310],,194 CAVEHILL ROAD,BELFAST,BT15 5EX,,,NORTHERN IRELAND,68310,,,,
7 TO 11 PROPERTIES LTD,12039260,Active,ltd,,07-06-2019,[68310],,64 BRUNSWICK ROAD,LONDON,E10 6RS,,,ENGLAND,68310,,,,
70-72 WALM LANE (MANAGEMENT COMPANY) LIMITED,4321142,Active,ltd,,12-11-2001,[68310],,70-72 WALM LANE,,NW2 4RA,LONDON,,,68310,,,,
73 UVERDALE ROAD LTD,9594462,Active,ltd,,16-05-2015,[68310],,35 PARK VIEW,CARDIFF,CF10 3AL,GREYFRIARS ROAD,,WALES,68310,,,,
77 LONDON ROAD HW FREEHOLD LTD,10910672,Active,ltd,,11-08-2017,[68310],,SWAN HOUSE,MARLOW,SL7 1UB,SAVILL WAY,,ENGLAND,68310,,,,
77NW12JP LIMITED,10380153,Active,ltd,,16-09-2016,[68310],,52 LANACRE AVENUE,LONDON,NW9 5FN,,,ENGLAND,68310,,,,
78 REAL ESTATE LTD,11659617,Active,ltd,,05-11-2018,[68310],,GROUND FLOOR SHOP,SOUTHALL,UB2 4JD,175 NORWOOD ROAD,,ENGLAND,68310,,,,
786 BROKERS LTD,13933496,Active,ltd,,22-02-2022,[68310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,68310,,,,
79 CHALKWELL AVENUE RTM COMPANY LIMITED,8292615,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,13-11-2012,[68310],,79D CHALKWELL AVENUE,WESTCLIFFE ON SEA,SS0 8NL,,Essex,,68310,,,,
7MHG LIMITED,14341606,Active,ltd,,07-09-2022,[68310],,31 BLAIRDERRY ROAD,LONDON,SW2 4SD,,,UNITED KINGDOM,68310,,,,
7STARSCO LTD,13636177,Active,ltd,,22-09-2021,[68310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,,UNITED KINGDOM,68310,,,,
8 WEST LIMITED,12219206,Active,ltd,,21-09-2019,[68310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,"COVENT GARDEN,",,UNITED KINGDOM,68310,,,,
8&3 GELT LIMITED,10066915,Active - Proposal to Strike off,ltd,,16-03-2016,[68310],,4TH FLOOR,LONDON,EC2A 4NE,86-90 PAUL STREET,GREATER London,ENGLAND,68310,,,,
81 LICHFIELD GROVE FREEHOLD LIMITED,11161244,Active,ltd,,22-01-2018,[68310],,1A DORSET STREET,LONDON,W1U 4EE,,,UNITED KINGDOM,68310,,,,
88 ESTATE AGENCY LIMITED,8754018,Active,ltd,,30-10-2013,[68310],,LANGLEY HOUSE,LONDON,N2 8EY,PARK ROAD,,ENGLAND,68310,,,,
88 HIGH STREET LIMITED,5802864,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,02-05-2006,[68310],,C/O S.R. WOOD & SON (PROPERTY MANAGEMENT) LIMITED,LUTON,LU1 1RX,70-78 COLLINGDON STREET,Bedfordshire,ENGLAND,68310,,,,
88 PROPERTIES LIMITED,7356794,Active,ltd,,25-08-2010,[68310],,LANGLEY HOUSE,LONDON,N2 8EY,PARK ROAD,,ENGLAND,68310,,,,
8IGHTY 9INE LTD,13998086,Active,ltd,,23-03-2022,[68310],,47 CHALKPIT LANE,CHINNOR,OX39 4DF,,,ENGLAND,68310,,,,
9 BRISTOL GARDENS MANAGEMENT LIMITED,3773297,Active,ltd,,19-05-1999,[68310],,38 HENDON LANE,,N3 1TT,LONDON,,,68310,,,,
9 TREES BUSINESS SERVICES LIMITED,12276522,Active,ltd,,23-10-2019,[68310],,8 POYLE GARDENS,BRACKNELL,RG12 2QZ,WARFIELD,Berkshire,ENGLAND,68310,,,,
9 WESTHAM ROAD (WEYMOUTH) LTD,6574834,Active,ltd,,23-04-2008,[68310],,61 ST THOMAS STREET,WEYMOUTH,DT4 8EQ,,Dorset,,68310,,,,
90 SHOOTERS HILL ROAD RTM COMPANY LIMITED,10205986,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,31-05-2016,[68310],,90 SHOOTERS HILL ROAD,LONDON,SE3 8RL,,,ENGLAND,68310,,,,
9339 LTD,13502010,Active,ltd,,08-07-2021,[68310],,39 ASHBY ROAD,LOUGHBOROUGH,LE11 3AA,,,ENGLAND,68310,,,,
